Year,Year Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,% of Total Deaths,
2007,2007,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,2381,301231207,0.79,0.00%,
2007,2007,"Alcoholic liver disease, unspecified",K70.9,2307,301231207,0.77,0.00%,
2007,2007,Acute vascular disorders of intestine,K55.0,2255,301231207,0.75,0.00%,
2007,2007,Unspecified protein-energy malnutrition,E46,2228,301231207,0.74,0.00%,
2007,2007,Mitral (valve) insufficiency,I34.0,2205,301231207,0.73,0.00%,
2007,2007,"Rheumatoid arthritis, unspecified",M06.9,2166,301231207,0.72,0.00%,
2007,2007,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,2134,301231207,0.71,0.00%,
2007,2007,Subdural haemorrhage (acute)(nontraumatic),I62.0,2120,301231207,0.70,0.00%,
2007,2007,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,2092,301231207,0.69,0.00%,
2007,2007,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,2053,301231207,0.68,0.00%,
2007,2007,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,2031,301231207,0.67,0.00%,
2007,2007,"Unspecified diabetes mellitus, with renal complications",E14.2,2026,301231207,0.67,0.00%,
2007,2007,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,2020,301231207,0.67,0.00%,
2007,2007,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,1983,301231207,0.66,0.00%,
2007,2007,Assault by sharp object,X99,1981,301231207,0.66,0.00%,
2007,2007,Alzheimer disease with late onset,G30.1,1970,301231207,0.65,0.00%,
2007,2007,Respiratory arrest,R09.2,1968,301231207,0.65,0.00%,
2007,2007,"Abdominal aortic aneurysm, without mention of rupture",I71.4,1953,301231207,0.65,0.00%,
2007,2007,Fall on and from stairs and steps,W10,1917,301231207,0.64,0.00%,
2007,2007,Malignant neoplasm of gallbladder,C23,1914,301231207,0.64,0.00%,
2007,2007,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,1909,301231207,0.63,0.00%,
2007,2007,"Tongue, unspecified - Malignant neoplasms",C02.9,1878,301231207,0.62,0.00%,
2007,2007,Assault by unspecified means,Y09,1846,301231207,0.61,0.00%,
2007,2007,Perforation of intestine (nontraumatic),K63.1,1827,301231207,0.61,0.00%,
2007,2007,Pure hypercholesterolaemia,E78.0,1797,301231207,0.60,0.00%,
2007,2007,HIV disease resulting in other specified conditions,B23.8,1778,301231207,0.59,0.00%,
2007,2007,Other specified chronic obstructive pulmonary disease,J44.8,1765,301231207,0.59,0.00%,
2007,2007,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,1763,301231207,0.59,0.00%,
2007,2007,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,1758,301231207,0.58,0.00%,
2007,2007,Multi-infarct dementia,F01.1,1749,301231207,0.58,0.00%,
2007,2007,"Obesity, unspecified",E66.9,1726,301231207,0.57,0.00%,
2007,2007,Cardiomegaly,I51.7,1685,301231207,0.56,0.00%,
2007,2007,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,1683,301231207,0.56,0.00%,
2007,2007,Other forms of chronic ischaemic heart disease,I25.8,1677,301231207,0.56,0.00%,
2007,2007,Malaise and fatigue,R53,1612,301231207,0.54,0.00%,
2007,2007,"Pharynx, unspecified - Malignant neoplasms",C14.0,1604,301231207,0.53,0.00%,
2007,2007,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,1604,301231207,0.53,0.00%,
2007,2007,Alcoholic hepatic failure,K70.4,1600,301231207,0.53,0.00%,
2007,2007,Other specified general symptoms and signs,R68.8,1589,301231207,0.53,0.00%,
2007,2007,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,1563,301231207,0.52,0.00%,
2007,2007,Malignant neoplasm of thyroid gland,C73,1562,301231207,0.52,0.00%,
2007,2007,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,1545,301231207,0.51,0.00%,
2007,2007,Other forms of acute ischaemic heart disease,I24.8,1535,301231207,0.51,0.00%,
2007,2007,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",E11.5,1512,301231207,0.50,0.00%,
2007,2007,Car occupant [any] injured in unspecified traffic accident,V49.9,1505,301231207,0.50,0.00%,
2007,2007,"Aortic valve disorder, unspecified",I35.9,1496,301231207,0.50,0.00%,
2007,2007,"Degenerative disease of nervous system, unspecified",G31.9,1484,301231207,0.49,0.00%,
2007,2007,Adult respiratory distress syndrome,J80,1483,301231207,0.49,0.00%,
2007,2007,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,1438,301231207,0.48,0.00%,
2007,2007,"Lobar pneumonia, unspecified",J18.1,1427,301231207,0.47,0.00%,
2007,2007,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,1418,301231207,0.47,0.00%,
2007,2007,"Infantile cerebral palsy, unspecified",G80.9,1417,301231207,0.47,0.00%,
2007,2007,Other specified degenerative diseases of nervous system,G31.8,1413,301231207,0.47,0.00%,
2007,2007,"Car occupant injured in noncollision transport accident, driver injured in traffic accident",V48.5,1413,301231207,0.47,0.00%,
2007,2007,Accidental poisoning by and exposure to alcohol,X45,1356,301231207,0.45,0.00%,
2007,2007,Drowning and submersion while in natural water,W69,1355,301231207,0.45,0.00%,
2007,2007,"Hypothyroidism, unspecified",E03.9,1351,301231207,0.45,0.00%,
2007,2007,Intentional self-poisoning by and exposure to other gases and vapours,X67,1299,301231207,0.43,0.00%,
2007,2007,Decubitus ulcer,L89,1262,301231207,0.42,0.00%,
2007,2007,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,1248,301231207,0.41,0.00%,
2007,2007,"Hodgkin disease, unspecified",C81.9,1239,301231207,0.41,0.00%,
2007,2007,"Osteomyelitis, unspecified",M86.9,1229,301231207,0.41,0.00%,
2007,2007,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,1219,301231207,0.40,0.00%,
2007,2007,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,1205,301231207,0.40,0.00%,
2007,2007,"Aortic aneurysm of unspecified site, ruptured",I71.8,1205,301231207,0.40,0.00%,
2007,2007,Acute and subacute infective endocarditis,I33.0,1186,301231207,0.39,0.00%,
2007,2007,Other and unspecified convulsions,R56.8,1171,301231207,0.39,0.00%,
2007,2007,"Bacterial pneumonia, unspecified",J15.9,1167,301231207,0.39,0.00%,
2007,2007,Other preterm infants,P07.3,1160,301231207,0.39,0.00%,
2007,2007,"Pleural effusion, not elsewhere classified",J90,1148,301231207,0.38,0.00%,
2007,2007,"Congenital malformation of heart, unspecified",Q24.9,1132,301231207,0.38,0.00%,
2007,2007,"Bronchopneumonia, unspecified",J18.0,1115,301231207,0.37,0.00%,
2007,2007,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident",V43.6,1114,301231207,0.37,0.00%,
2007,2007,Hypertensive heart and renal disease with renal failure,I13.1,1104,301231207,0.37,0.00%,
2007,2007,Skin of scalp and neck - Malignant neoplasms,C44.4,1092,301231207,0.36,0.00%,
2007,2007,HIV disease resulting in multiple infections,B20.7,1084,301231207,0.36,0.00%,
2007,2007,"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident",V23.4,1077,301231207,0.36,0.00%,
2007,2007,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,1069,301231207,0.35,0.00%,
2007,2007,Systemic lupus erythematosus with organ or system involvement,M32.1,1068,301231207,0.35,0.00%,
2007,2007,Sequelae of other accidents,Y86,1067,301231207,0.35,0.00%,
2007,2007,"Mitral valve disease, unspecified",I05.9,1052,301231207,0.35,0.00%,
2007,2007,"Encephalopathy, unspecified",G93.4,1047,301231207,0.35,0.00%,
2007,2007,"Pulmonary heart disease, unspecified",I27.9,1038,301231207,0.34,0.00%,
2007,2007,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,1036,301231207,0.34,0.00%,
2007,2007,Ventricular fibrillation and flutter,I49.0,1024,301231207,0.34,0.00%,
2007,2007,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,1018,301231207,0.34,0.00%,
2007,2007,Acidosis,E87.2,1006,301231207,0.33,0.00%,
2007,2007,Other hypertrophic cardiomyopathy,I42.2,1004,301231207,0.33,0.00%,
2007,2007,"Aplastic anaemia, unspecified",D61.9,1002,301231207,0.33,0.00%,
2007,2007,Other specified cerebrovascular diseases,I67.8,996,301231207,0.33,0.00%,
2007,2007,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,994,301231207,0.33,0.00%,
2007,2007,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,984,301231207,0.33,0.00%,
2007,2007,Assault by handgun discharge,X93,976,301231207,0.32,0.00%,
2007,2007,"Coagulation defect, unspecified",D68.9,970,301231207,0.32,0.00%,
2007,2007,"Cholecystitis, unspecified",K81.9,962,301231207,0.32,0.00%,
2007,2007,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,953,301231207,0.32,0.00%,
2007,2007,Cerebral infarction due to thrombosis of cerebral arteries,I63.3,950,301231207,0.32,0.00%,
2007,2007,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,947,301231207,0.31,0.00%,
2007,2007,Inhalation and ingestion of food causing obstruction of respiratory tract,W79,940,301231207,0.31,0.00%,
2007,2007,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,933,301231207,0.31,0.00%,
2007,2007,HIV disease resulting in other bacterial infections,B20.1,905,301231207,0.30,0.00%,
2007,2007,Bronchiectasis,J47,901,301231207,0.30,0.00%,
2007,2007,HIV disease resulting in other infectious and parasitic diseases,B20.8,883,301231207,0.29,0.00%,
2007,2007,Huntington disease,G10,880,301231207,0.29,0.00%,
2007,2007,Septicaemia due to other Gram-negative organisms,A41.5,879,301231207,0.29,0.00%,
2007,2007,Non-Hodgkin lymphoma large cell (diffuse),C83.3,879,301231207,0.29,0.00%,
2007,2007,Other forms of systemic sclerosis,M34.8,874,301231207,0.29,0.00%,
2007,2007,Acute cholecystitis,K81.0,869,301231207,0.29,0.00%,
2007,2007,"Down syndrome, unspecified",Q90.9,858,301231207,0.28,0.00%,
2007,2007,"Vulva, unspecified - Malignant neoplasms",C51.9,853,301231207,0.28,0.00%,
2007,2007,Newborn affected by premature rupture of membranes,P01.1,853,301231207,0.28,0.00%,
2007,2007,Sleep apnoea,G47.3,852,301231207,0.28,0.00%,
2007,2007,"Mouth, unspecified - Malignant neoplasms",C06.9,843,301231207,0.28,0.00%,
2007,2007,Alcoholic hepatitis,K70.1,836,301231207,0.28,0.00%,
2007,2007,HIV disease resulting in multiple diseases classified elsewhere,B22.7,835,301231207,0.28,0.00%,
2007,2007,"Peritonitis, unspecified",K65.9,832,301231207,0.28,0.00%,
2007,2007,Cerebral infarction due to embolism of cerebral arteries,I63.4,827,301231207,0.27,0.00%,
2007,2007,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,810,301231207,0.27,0.00%,
2007,2007,Septicaemia due to Staphylococcus aureus,A41.0,806,301231207,0.27,0.00%,
2007,2007,"Thoracic aortic aneurysm, ruptured",I71.1,799,301231207,0.27,0.00%,
2007,2007,"Osteoporosis, unspecified",M81.9,791,301231207,0.26,0.00%,
2007,2007,Cerebral atherosclerosis,I67.2,784,301231207,0.26,0.00%,
2007,2007,Muscular dystrophy,G71.0,779,301231207,0.26,0.00%,
2007,2007,Other ill-defined heart diseases,I51.8,777,301231207,0.26,0.00%,
2007,2007,Sequelae of motor-vehicle accident,Y85.0,761,301231207,0.25,0.00%,
2007,2007,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,759,301231207,0.25,0.00%,
2007,2007,Pneumonia due to staphylococcus,J15.2,759,301231207,0.25,0.00%,
2007,2007,Unspecified osteoporosis with pathological fracture,M80.9,758,301231207,0.25,0.00%,
2007,2007,Cardia - Malignant neoplasms,C16.0,747,301231207,0.25,0.00%,
2007,2007,Abdomen - Malignant neoplasms,C76.2,744,301231207,0.25,0.00%,
2007,2007,Accidental suffocation and strangulation in bed,W75,741,301231207,0.25,0.00%,
2007,2007,Intentional self-harm by jumping from a high place,X80,731,301231207,0.24,0.00%,
2007,2007,"Sarcoidosis, unspecified",D86.9,724,301231207,0.24,0.00%,
2007,2007,"Oropharynx, unspecified - Malignant neoplasms",C10.9,718,301231207,0.24,0.00%,
2007,2007,Exposure to excessive natural cold,X31,711,301231207,0.24,0.00%,
2007,2007,"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident",V27.4,704,301231207,0.23,0.00%,
2007,2007,Respiratory distress syndrome of newborn,P22.0,703,301231207,0.23,0.00%,
2007,2007,Sequelae of other specified infectious and parasitic diseases,B94.8,702,301231207,0.23,0.00%,
2007,2007,"Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident",V47.6,701,301231207,0.23,0.00%,
2007,2007,"Arthrosis, unspecified",M19.9,699,301231207,0.23,0.00%,
2007,2007,"Epilepsy, unspecified",G40.9,695,301231207,0.23,0.00%,
2007,2007,"Aortic aneurysm of unspecified site, without mention of rupture",I71.9,694,301231207,0.23,0.00%,
2007,2007,"Fall on same level from slipping, tripping and stumbling",W01,691,301231207,0.23,0.00%,
2007,2007,Fall involving bed,W06,690,301231207,0.23,0.00%,
2007,2007,"Peritoneum, unspecified - Malignant neoplasms",C48.2,686,301231207,0.23,0.00%,
2007,2007,"Assault by rifle, shotgun and larger firearm discharge",X94,682,301231207,0.23,0.00%,
2007,2007,"Tonsil, unspecified - Malignant neoplasms",C09.9,671,301231207,0.22,0.00%,
2007,2007,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,670,301231207,0.22,0.00%,
2007,2007,"Thoracic aortic aneurysm, without mention of rupture",I71.2,666,301231207,0.22,0.00%,
2007,2007,"Nasopharynx, unspecified - Malignant neoplasms",C11.9,664,301231207,0.22,0.00%,
2007,2007,"Struck by thrown, projected or falling object",W20,664,301231207,0.22,0.00%,
2007,2007,Cholangitis,K83.0,663,301231207,0.22,0.00%,
2007,2007,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,660,301231207,0.22,0.00%,
2007,2007,"Bacterial sepsis of newborn, unspecified",P36.9,660,301231207,0.22,0.00%,
2007,2007,"Intracerebral haemorrhage, intraventricular",I61.5,658,301231207,0.22,0.00%,
2007,2007,"Biliary tract, unspecified - Malignant neoplasms",C24.9,657,301231207,0.22,0.00%,
2007,2007,Acute peritonitis,K65.0,657,301231207,0.22,0.00%,
2007,2007,"Car occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident",V44.5,656,301231207,0.22,0.00%,
2007,2007,"Car occupant injured in noncollision transport accident, passenger injured in traffic accident",V48.6,655,301231207,0.22,0.00%,
2007,2007,Disorders of both mitral and aortic valves,I08.0,651,301231207,0.22,0.00%,
2007,2007,"Fatty (change of) liver, not elsewhere classified",K76.0,648,301231207,0.22,0.00%,
2007,2007,"Assault by hanging, strangulation and suffocation",X91,637,301231207,0.21,0.00%,
2007,2007,"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident",V58.5,630,301231207,0.21,0.00%,
2007,2007,Intracerebral haemorrhage in brain stem,I61.3,626,301231207,0.21,0.00%,
2007,2007,Intentional self-harm by sharp object,X78,619,301231207,0.21,0.00%,
2007,2007,Chronic respiratory failure,J96.1,618,301231207,0.21,0.00%,
2007,2007,Extrahepatic bile duct - Malignant neoplasms,C24.0,617,301231207,0.20,0.00%,
2007,2007,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I63.2,612,301231207,0.20,0.00%,
2007,2007,"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident",V28.4,604,301231207,0.20,0.00%,
2007,2007,Accidental poisoning by and exposure to other gases and vapours,X47,603,301231207,0.20,0.00%,
2007,2007,Myasthenia gravis,G70.0,601,301231207,0.20,0.00%,
2007,2007,Other specified disorders of muscle,M62.8,589,301231207,0.20,0.00%,
2007,2007,HIV disease resulting in other viral infections,B20.3,588,301231207,0.20,0.00%,
2007,2007,"Fall from, out of or through building or structure",W13,587,301231207,0.19,0.00%,
2007,2007,"Cellulitis, unspecified",L03.9,586,301231207,0.19,0.00%,
2007,2007,Calculus of gallbladder without cholecystitis,K80.2,585,301231207,0.19,0.00%,
2007,2007,"Disorder of kidney and ureter, unspecified",N28.9,583,301231207,0.19,0.00%,
2007,2007,Malignant neoplasm of parotid gland,C07,582,301231207,0.19,0.00%,
2007,2007,Drowning and submersion while in swimming-pool,W67,582,301231207,0.19,0.00%,
2007,2007,"Meninges, unspecified - Benign neoplasms",D32.9,579,301231207,0.19,0.00%,
2007,2007,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver injured in traffic accident",V57.5,574,301231207,0.19,0.00%,
2007,2007,"Metabolic disorder, unspecified",E88.9,571,301231207,0.19,0.00%,
2007,2007,Acute hepatitis B without delta-agent and without hepatic coma,B16.9,562,301231207,0.19,0.00%,
2007,2007,Alcoholic cardiomyopathy,I42.6,562,301231207,0.19,0.00%,
2007,2007,Duodenum - Malignant neoplasms,C17.0,561,301231207,0.19,0.00%,
2007,2007,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,560,301231207,0.19,0.00%,
2007,2007,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V29.4,560,301231207,0.19,0.00%,
2007,2007,"Myocarditis, unspecified",I51.4,557,301231207,0.18,0.00%,
2007,2007,Necrotizing enterocolitis of newborn,P77,555,301231207,0.18,0.00%,
2007,2007,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,553,301231207,0.18,0.00%,
